Minute,TVC,Label,MQ135,MQ136,MQ137,MQ138,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9
1038,5.15872705,4,12.32,7.19,16.79,10.24,6.86,15.84,5.28,15.5,15.63,46.19,11.43
1039,5.15872705,4,12.32,7.16,16.72,10.2,6.86,15.84,5.26,15.63,15.56,42.11,11.21
1040,5.15872705,4,12.32,7.16,16.79,10.2,6.86,15.84,5.26,15.63,15.56,42.38,11.26
1041,5.15872705,4,12.37,7.19,16.79,10.24,6.86,15.91,5.28,15.69,15.56,43.22,11.26
1042,5.15872705,4,12.32,7.14,16.72,10.24,6.81,15.78,5.23,15.56,15.49,40.54,11.48
1043,5.15872705,4,12.32,7.19,16.86,10.24,6.89,15.91,5.28,15.63,15.56,41.32,11.21
1044,5.15872705,4,12.32,7.16,16.79,10.24,6.89,15.91,5.28,15.63,15.56,43.78,11.52
1045,5.15872705,4,12.32,7.16,16.93,10.24,6.86,15.91,5.28,15.56,15.49,41.84,11.48
1046,5.15872705,4,12.32,7.16,16.79,10.24,6.86,15.91,5.26,15.56,15.49,41.32,11.12
1047,5.15872705,4,12.32,7.16,16.79,10.24,6.86,15.91,5.28,15.5,15.49,41.58,11.62
1048,5.15872705,4,12.32,7.19,16.79,10.24,6.89,15.97,5.28,17.14,15.49,41.58,11.08
1049,5.15872705,4,12.32,7.19,16.79,10.28,6.89,15.97,5.3,17.22,15.49,41.05,11.52
1050,5.15872705,4,12.37,7.19,16.86,10.24,6.86,15.97,5.28,15.5,15.49,42.11,11.62
1051,5.15872705,4,12.62,7.19,16.79,10.28,6.89,15.97,5.28,17.44,15.49,43.22,11.48
1052,5.15872705,4,12.52,7.19,16.72,10.24,6.89,15.97,5.28,17.14,15.49,42.11,11.48
1053,5.15872705,4,12.42,7.22,16.72,10.28,6.89,15.97,5.28,17.29,15.56,39.79,11.43
1054,5.15872705,4,12.32,7.16,16.72,10.24,6.86,15.97,5.26,17.22,15.49,42.11,11.3
1055,5.15872705,4,12.77,7.16,16.72,10.24,6.86,15.91,5.26,17.14,15.49,42.11,11.3
1056,5.15872705,4,12.37,7.19,16.65,10.24,6.86,15.97,5.26,15.56,15.56,42.38,11.34
1057,5.15872705,4,12.37,7.16,16.72,10.24,6.83,15.97,5.23,15.44,15.49,42.38,11.26
1058,5.15872705,4,12.32,7.16,16.72,10.24,6.86,15.97,5.26,15.44,15.49,42.38,11.39
1059,5.15872705,4,11.89,6.83,16.37,9.85,6.51,15.45,5,15.18,15.15,41.05,11.04
1060,5.15872705,4,11.85,6.8,16.37,9.85,6.51,15.45,5,15.31,15.09,40.29,10.95
1061,5.15872705,4,11.85,6.8,16.37,9.81,6.51,15.45,4.98,15.12,15.09,40.29,10.65
1062,5.15872705,4,11.89,6.8,16.37,9.81,6.48,15.45,5,15.25,15.02,38.83,11.21
1063,5.15872705,4,12.42,7.08,16.72,10.16,6.81,15.91,5.23,15.63,15.35,40.8,11.66
1064,5.15872705,4,12.04,6.94,16.51,10.05,6.64,15.65,5.11,15.44,15.22,39.55,11.43
1065,5.15872705,4,11.99,6.94,16.65,10.01,6.64,15.65,5.11,15.44,15.22,40.29,10.87
1066,5.15872705,4,12.08,6.97,16.58,10.08,6.7,15.78,5.13,15.31,15.29,41.32,10.99
1067,5.15872705,4,12.04,6.97,16.58,10.05,6.67,15.71,5.13,15.31,15.22,41.58,11.08
1068,5.15872705,4,11.57,6.61,16.3,9.62,6.32,15.14,4.86,15.96,14.83,40.04,10.78
1069,5.15872705,4,11.8,6.77,16.51,9.81,6.45,15.45,4.96,16.64,15.02,40.29,10.61
1070,5.15872705,4,12.08,6.99,16.58,10.08,6.7,15.84,5.15,15.25,15.35,41.58,11.17
1071,5.15872705,4,12.42,7.25,16.79,10.41,6.94,16.24,5.32,15.37,15.63,46.19,11.66
1072,5.15872705,4,12.47,7.34,16.86,10.49,7.03,16.31,5.39,15.69,15.7,42.38,11.66
1073,5.15872705,4,12.04,6.99,16.51,10.05,6.7,15.78,5.13,15.76,15.35,40.8,11.3
1074,5.15872705,4,12.04,6.99,16.51,10.05,6.67,15.78,5.11,15.83,15.35,41.32,10.99
1075,5.15872705,4,12.08,7.02,16.58,10.08,6.7,15.78,5.13,15.63,15.35,41.32,10.95
1076,5.15872705,4,12.13,7.02,16.58,10.08,6.7,15.78,5.13,15.89,15.29,39.06,10.91
1077,5.15872705,4,12.18,7.05,16.65,10.12,6.7,15.84,5.15,15.76,15.35,41.32,11.12
1078,5.15872705,4,12.13,7.11,16.65,10.2,6.78,15.91,5.19,15.89,15.42,43.78,11.34
1079,5.15872705,4,11.99,7.02,16.58,10.05,6.67,15.78,5.11,15.83,15.29,41.32,10.99
1080,5.15872705,4,12.08,7.08,16.51,10.12,6.72,15.84,5.13,15.69,15.35,40.8,11.08
1081,5.184470594,4,12.04,6.94,16.3,9.97,6.59,15.65,5.04,15.56,15.22,41.32,10.95
1082,5.184470594,4,12.18,7.08,16.58,10.12,6.72,15.91,5.17,15.96,15.35,41.58,11.12
1083,5.184470594,4,11.85,6.77,16.1,9.77,6.43,15.45,4.92,15.31,15.02,40.29,10.7
1084,5.184470594,4,12.23,7.02,16.44,10.08,6.67,15.84,5.11,15.83,15.29,40.54,11.21
1085,5.184470594,4,12.18,7.05,16.51,10.08,6.7,15.84,5.13,15.83,15.29,40.8,10.87
1086,5.184470594,4,12.18,7.05,16.65,10.12,6.7,15.84,5.13,15.31,15.35,40.8,11.26
1087,5.184470594,4,12.18,7.05,16.51,10.12,6.7,15.91,5.13,15.69,15.35,40.8,11.21
1088,5.184470594,4,12.13,7.02,16.58,10.08,6.67,15.84,5.11,17,15.29,40.8,11.3
1089,5.184470594,4,12.08,6.97,16.51,10.05,6.61,15.71,5.06,17.44,15.22,40.54,11.12
1090,5.184470594,4,12.18,7.08,16.65,10.16,6.72,15.91,5.13,17.22,15.29,41.32,11.17
1091,5.184470594,4,12.18,7.08,16.51,10.16,6.72,15.91,5.15,17.22,15.35,41.05,11.12
1092,5.184470594,4,12.18,7.08,16.65,10.2,6.72,15.97,5.17,17.22,15.35,41.05,10.95
1093,5.184470594,4,12.18,7.08,16.72,10.2,6.72,15.97,5.15,17.22,15.35,39.55,10.87
1094,5.184470594,4,11.75,6.74,16.3,9.81,6.4,15.45,4.9,16.78,14.96,39.55,10.57
1095,5.184470594,4,11.71,6.77,16.37,9.77,6.4,15.45,4.88,16.78,15.02,39.06,10.41
1096,5.184470594,4,12.13,7.08,16.72,10.16,6.7,15.97,5.13,17.14,15.29,40.54,11.12
1097,5.184470594,4,12.18,7.11,16.51,10.2,6.75,15.97,5.17,17.07,15.29,41.32,11.39
1098,5.184470594,4,12.18,7.11,16.72,10.24,6.75,15.97,5.17,17,15.35,41.58,11.48
1099,5.184470594,4,11.75,6.77,16.37,9.85,6.4,15.45,4.92,15.37,15.02,40.29,10.78
1100,5.184470594,4,11.99,6.97,16.58,10.05,6.61,15.52,5.06,16.86,15.22,39.79,11.21
1101,5.184470594,4,12.23,7.14,16.79,10.24,6.78,15.65,5.17,17.07,15.35,41.84,11.43
1102,5.184470594,4,11.75,6.8,16.37,9.85,6.43,15.2,4.92,15.76,15.02,38.83,11.04
1103,5.184470594,4,11.99,6.97,16.58,10.12,6.61,15.58,5.06,15.44,15.22,41.05,11.26
1104,5.184470594,4,12.18,7.14,16.79,10.28,6.78,15.84,5.19,15.63,15.35,41.32,11.43
1105,5.184470594,4,12.13,7.08,16.72,10.24,6.72,15.78,5.15,15.63,15.35,41.05,11.21
1106,5.184470594,4,12.13,7.08,16.51,10.24,6.75,15.97,5.15,15.63,15.29,41.58,11.21
1107,5.184470594,4,12.18,7.08,16.44,10.24,6.75,15.97,5.15,15.63,15.29,41.32,11.26
1108,5.184470594,4,12.23,7.11,16.44,10.24,6.72,16.04,5.15,15.69,15.29,41.32,11.26
1109,5.184470594,4,12.08,7.08,16.44,10.24,6.72,15.97,5.15,15.5,15.29,40.8,11.26
1110,5.184470594,4,12.18,7.11,16.44,10.28,6.78,16.04,5.17,16.5,15.29,41.58,11.08
1111,5.184470594,4,12.18,7.14,16.51,10.28,6.75,16.04,5.17,15.56,15.29,41.32,11.26
1112,5.184470594,4,12.18,7.14,16.44,10.28,6.75,16.11,5.17,15.69,15.29,38.36,11.48
1113,5.184470594,4,12.52,7.11,16.44,10.28,6.75,16.04,5.15,15.76,15.29,39.79,11.48
1114,5.184470594,4,12.42,7.14,16.51,10.32,6.81,16.11,5.19,15.83,15.29,42.38,11.26
1115,5.184470594,4,12.37,7.14,16.44,10.32,6.81,16.17,5.19,15.76,15.29,41.58,11.17
1116,5.184470594,4,12.47,7.14,16.44,10.37,6.81,16.17,5.19,15.76,15.29,40.8,11.48
1117,5.184470594,4,12.37,7.16,16.51,10.32,6.78,16.17,5.19,15.96,15.29,41.05,11.43
1118,5.184470594,4,12.37,7.16,16.44,10.37,6.81,16.17,5.19,15.63,15.35,40.29,11.52
1119,5.184470594,4,12.52,7.19,16.44,10.37,6.81,16.17,5.19,15.83,15.29,41.05,11.57
1120,5.184470594,4,12.52,7.19,16.51,10.37,6.81,16.17,5.19,15.83,15.29,41.32,11.43
1121,5.184470594,4,12.37,7.19,16.44,10.37,6.81,16.17,5.19,15.89,15.29,41.58,11.48
1122,5.184470594,4,12.28,7.16,16.44,10.32,6.81,16.17,5.17,15.89,15.29,41.32,11.39
1123,5.184470594,4,12.32,7.22,16.44,10.37,6.83,16.24,5.19,15.89,15.29,41.05,11.43
1124,5.184470594,4,12.23,7.19,16.44,10.37,6.81,16.17,5.17,15.96,15.29,41.32,11.39
1125,5.184470594,4,12.23,7.22,16.44,10.41,6.83,16.31,5.19,15.96,15.29,41.58,11.3
1126,5.184470594,4,12.18,7.22,16.44,10.37,6.81,16.31,5.19,15.83,15.29,40.8,11.39
1127,5.184470594,4,12.18,7.22,16.44,10.41,6.81,16.31,5.19,15.76,15.29,41.58,11.43
1128,5.184470594,4,12.18,7.22,16.51,10.37,6.81,16.31,5.19,15.83,15.29,41.58,11.34
1129,5.184470594,4,11.85,6.97,16.17,10.08,6.53,15.91,4.98,15.5,15.02,41.05,10.74
1130,5.184470594,4,11.99,7.05,16.17,10.2,6.64,16.11,5.06,15.5,15.15,38.59,11.21
1131,5.184470594,4,12.18,7.22,16.44,10.41,6.83,16.38,5.19,15.76,15.29,41.84,11.3
1132,5.184470594,4,12.18,7.22,16.44,10.41,6.81,16.31,5.19,15.76,15.29,41.84,11.34
1133,5.184470594,4,12.18,7.22,16.44,10.41,6.81,16.38,5.17,15.76,15.29,41.58,11.26
1134,5.184470594,4,12.42,7.25,16.44,10.41,6.81,16.38,5.17,15.89,15.29,42.38,11.3
1135,5.184470594,4,12.28,7.28,16.44,10.41,6.81,16.38,5.19,15.76,15.29,41.58,11.39
1136,5.184470594,4,12.08,7.16,16.24,10.24,6.7,16.17,5.09,15.63,15.15,41.32,11.21
1137,5.184470594,4,12.28,7.28,16.44,10.41,6.81,16.38,5.17,15.83,15.29,41.84,11.3
1138,5.184470594,4,12.37,7.31,16.44,10.41,6.81,16.38,5.17,15.76,15.22,41.32,10.53
1139,5.184470594,4,12.28,7.31,16.37,10.41,6.81,16.44,5.17,15.76,15.29,41.58,11.17
1140,5.184470594,4,12.08,7.22,16.17,10.28,6.7,16.24,5.09,15.69,15.15,39.55,10.82
1141,5.213297919,4,12.18,7.28,16.37,10.45,6.78,16.38,5.15,15.76,15.29,41.58,11.04
1142,5.213297919,4,12.23,7.31,16.37,10.45,6.81,16.44,5.17,16.02,15.29,41.32,11.26
1143,5.213297919,4,12.18,7.31,16.3,10.41,6.81,16.44,5.17,15.69,15.29,41.58,11.43
1144,5.213297919,4,12.18,7.28,16.51,10.45,6.81,16.51,5.17,15.69,15.29,41.05,11.39
1145,5.213297919,4,12.08,7.22,16.3,10.37,6.75,16.38,5.13,15.56,15.22,42.94,10.87
1146,5.213297919,4,11.89,7.22,16.24,10.37,6.75,16.38,5.13,15.63,15.15,44.96,11.26
1147,5.213297919,4,11.89,7.22,16.24,10.37,6.75,16.38,5.13,15.5,15.22,41.32,11.04
1148,5.213297919,4,11.94,7.22,16.37,10.41,6.78,16.44,5.15,15.31,15.22,42.66,11.3
1149,5.213297919,4,12.04,7.22,16.3,10.37,6.75,16.44,5.13,15.56,15.22,41.32,10.49
1150,5.213297919,4,11.99,7.22,16.3,10.41,6.78,16.44,5.13,15.37,15.29,42.11,11.21
1151,5.213297919,4,11.99,7.22,16.37,10.41,6.78,16.44,5.15,15.37,15.22,41.32,11.43
1152,5.213297919,4,12.08,7.28,16.37,10.45,6.81,16.58,5.17,15.25,15.22,41.84,11.21
1153,5.213297919,4,12.08,7.28,16.37,10.45,6.83,16.51,5.17,15.06,15.22,41.32,11.17
1154,5.213297919,4,12.08,7.28,16.3,10.45,6.83,16.58,5.19,15.37,15.22,41.05,11.17
1155,5.213297919,4,12.08,7.31,16.37,10.49,6.83,16.58,5.17,15.44,15.22,41.58,11.08
1156,5.213297919,4,11.89,7.22,16.24,10.37,6.75,16.44,5.13,15.12,15.15,41.32,11.12
1157,5.213297919,4,12.13,7.31,16.3,10.49,6.86,16.58,5.19,15.31,15.22,41.32,11.75
1158,5.213297919,4,12.08,7.28,16.37,10.49,6.81,16.58,5.17,15.25,15.22,41.05,11.04
1159,5.213297919,4,12.08,7.28,16.37,10.49,6.83,16.58,5.19,15.18,15.22,41.05,10.95
1160,5.213297919,4,11.85,7.31,16.37,10.49,6.86,16.58,5.17,15.37,15.29,41.84,11.8
1161,5.213297919,4,11.85,7.34,16.37,10.53,6.86,16.65,5.19,15.37,15.29,41.58,11.3
1162,5.213297919,4,11.89,7.34,16.44,10.57,6.86,16.65,5.19,15.37,15.29,41.58,10.91
1163,5.213297919,4,11.89,7.34,16.44,10.57,6.86,16.72,5.19,15.37,15.29,40.29,10.82
1164,5.213297919,4,11.85,7.31,16.37,10.57,6.86,16.65,5.19,15.06,15.29,41.58,11.21
1165,5.213297919,4,11.8,7.34,16.3,10.57,6.89,16.65,5.21,15.18,15.15,40.29,11.26
1166,5.213297919,4,11.85,7.34,16.44,10.61,6.89,16.72,5.21,15.25,15.29,42.11,11.17
1167,5.213297919,4,11.8,7.31,16.37,10.57,6.86,16.72,5.19,15.37,15.22,40.8,11.34
1168,5.213297919,4,11.85,7.34,16.44,10.61,6.89,16.72,5.21,15.56,15.29,41.84,10.91
1169,5.213297919,4,11.85,7.37,16.44,10.61,6.89,16.79,5.21,15.44,15.29,41.84,10.87
1170,5.213297919,4,11.85,7.34,16.44,10.61,6.86,16.72,5.21,15.25,15.29,42.11,10.45
1171,5.213297919,4,11.85,7.34,16.51,10.61,6.89,16.72,5.21,15.25,15.29,41.58,11.12
1172,5.213297919,4,11.44,7.02,16.03,10.24,6.56,16.24,4.96,14.93,14.89,46.19,11.17
1173,5.213297919,4,11.8,7.34,16.44,10.61,6.89,16.79,5.19,15.31,15.29,41.05,11.48
1174,5.213297919,4,11.8,7.34,16.44,10.61,6.89,16.79,5.21,15.31,15.29,41.58,11.34
1175,5.213297919,4,11.75,7.28,16.37,10.57,6.83,16.72,5.17,15.25,15.22,41.05,10.61
1176,5.213297919,4,11.8,7.34,16.44,10.65,6.89,16.79,5.21,15.31,15.29,42.66,11.17
1177,5.213297919,4,11.8,7.34,16.58,10.65,6.89,16.79,5.21,15.25,15.22,42.94,11.12
1178,5.213297919,4,11.85,7.37,16.44,10.7,6.89,16.86,5.21,15.25,15.22,39.06,11.21
1179,5.213297919,4,11.85,7.34,16.44,10.65,6.89,16.79,5.21,15.31,15.22,41.05,11.04
1180,5.213297919,4,11.85,7.37,16.51,10.7,6.94,16.86,5.23,15.37,15.29,41.58,10.65
1181,5.213297919,4,11.85,7.37,16.51,10.7,6.92,16.86,5.23,15.31,15.29,41.58,10.99
1182,5.213297919,4,11.85,7.34,16.44,10.7,6.89,16.86,5.21,15.63,15.22,41.05,11.08
1183,5.213297919,4,11.89,7.37,16.44,10.7,6.92,16.86,5.23,15.37,15.22,42.94,11.99
1184,5.213297919,4,11.8,7.31,16.44,10.61,6.83,16.79,5.17,15.31,15.22,42.38,11.08
1185,5.213297919,4,11.85,7.31,16.44,10.65,6.86,16.79,5.19,15.37,15.15,41.05,11.08
1186,5.213297919,4,11.8,7.25,16.37,10.57,6.81,16.65,5.15,15.18,15.09,40.29,11.12
1187,5.213297919,4,11.8,7.31,16.44,10.65,6.86,16.86,5.19,15.12,15.15,41.84,10.95
1188,5.213297919,4,11.71,7.25,16.44,10.57,6.83,16.72,5.17,15.31,15.15,41.32,10.57
1189,5.213297919,4,11.62,7.16,16.24,10.49,6.72,16.65,5.09,15.12,15.02,41.05,11.17
1190,5.213297919,4,11.71,7.22,16.44,10.57,6.81,16.72,5.15,15.5,15.09,40.29,11.62
1191,5.213297919,4,11.48,7.05,16.24,10.37,6.61,16.44,5,15.63,14.96,40.04,10.33
1192,5.213297919,4,11.44,6.97,16.17,10.24,6.53,16.31,4.94,15.56,14.83,39.79,10.91
1193,5.213297919,4,11.44,6.97,16.17,10.24,6.53,16.31,4.94,15.37,14.83,40.8,10.99
1194,5.213297919,4,11.48,6.97,16.17,10.28,6.56,16.38,4.96,15.69,14.89,39.79,10.53
1195,5.213297919,4,11.53,7.02,16.24,10.37,6.59,16.44,4.98,15.63,14.89,40.29,10.53
1196,5.213297919,4,11.89,7.31,16.51,10.7,6.86,16.86,5.17,16.16,15.15,41.32,10.7
1197,5.213297919,4,11.75,7.22,16.44,10.57,6.81,16.79,5.13,15.69,15.09,40.8,10.57
1198,5.213297919,4,11.8,7.25,16.51,10.61,6.83,16.79,5.15,15.69,15.09,38.59,11.08
1199,5.213297919,4,11.62,7.08,16.17,10.45,6.64,16.51,5.02,15.37,14.96,40.29,11.08
1200,5.213297919,4,11.75,7.25,16.44,10.61,6.83,16.79,5.15,15.56,15.09,41.32,11.34
1201,5.226914854,4,11.99,7.43,16.65,10.87,7,17.08,5.28,15.89,15.29,41.84,10.57
1202,5.226914854,4,11.89,7.34,16.51,10.74,6.92,16.93,5.19,15.69,15.15,41.32,11.26
1203,5.226914854,4,11.85,7.34,16.58,10.74,6.92,16.93,5.19,15.83,15.22,41.32,11.26
1204,5.226914854,4,12.04,7.28,16.58,10.7,6.89,16.86,5.17,15.76,15.15,42.11,11.04
1205,5.226914854,4,12.18,7.43,16.65,10.87,7,17.08,5.26,15.76,15.29,41.84,11.34
1206,5.226914854,4,11.89,7.37,16.65,10.82,6.94,17.01,5.21,15.63,15.29,42.11,11.04
1207,5.226914854,4,11.99,7.46,16.72,10.91,7.03,17.15,5.28,15.89,15.35,42.11,11.39
1208,5.226914854,4,11.99,7.46,16.72,10.95,7.03,17.15,5.28,15.89,15.35,42.38,10.87
1209,5.226914854,4,11.99,7.49,16.72,10.95,7.06,17.22,5.3,15.89,15.35,41.05,11.26
1210,5.226914854,4,11.99,7.49,16.79,10.95,7.06,17.22,5.28,16.3,15.35,42.11,11.34
1211,5.226914854,4,11.94,7.49,16.79,10.91,7.06,17.22,5.3,16.02,15.35,41.84,11.3
1212,5.226914854,4,11.94,7.49,16.79,11.04,7.09,17.22,5.3,15.96,15.35,43.78,10.87
1213,5.226914854,4,11.99,7.52,16.79,11,7.11,17.22,5.32,15.96,15.42,41.58,11.08
1214,5.226914854,4,11.8,7.37,16.65,10.82,6.94,17.01,5.21,15.76,15.22,41.84,10.91
1215,5.226914854,4,11.75,7.34,16.58,10.78,6.89,16.93,5.17,15.76,15.22,41.32,10.82
1216,5.226914854,4,11.75,7.34,16.65,10.82,6.94,17.01,5.19,15.83,15.22,41.58,11.17
1217,5.226914854,4,11.75,7.34,16.65,10.82,6.92,17.01,5.19,15.83,15.22,41.58,11.21
1218,5.226914854,4,11.75,7.31,16.65,10.74,6.89,16.93,5.17,15.76,15.15,42.11,11.04
1219,5.226914854,4,11.75,7.34,16.58,10.78,6.92,16.93,5.17,15.76,15.22,41.58,11.62
1220,5.226914854,4,11.8,7.34,16.65,10.82,6.94,17.01,5.19,15.12,15.22,41.84,11.57
1221,5.226914854,4,11.8,7.34,16.65,10.82,6.92,17.01,5.19,15.25,15.22,41.05,10.74
1222,5.226914854,4,11.85,7.34,16.65,10.82,6.94,17.01,5.19,15.25,15.29,41.58,11.08
1223,5.226914854,4,11.8,7.37,16.72,10.87,6.94,17.08,5.19,15.31,15.29,42.38,11.34
1224,5.226914854,4,11.8,7.37,16.72,10.87,6.94,17.08,5.19,15.25,15.29,41.32,10.65
1225,5.226914854,4,11.85,7.37,16.72,10.87,6.97,17.08,5.21,15.31,15.29,42.11,11.04
1226,5.226914854,4,12.04,7.37,16.72,10.82,6.92,17.01,5.19,15.25,15.22,41.58,10.53
1227,5.226914854,4,12.04,7.37,16.72,10.87,6.92,17.08,5.19,15.25,15.22,42.66,11.17
1228,5.226914854,4,11.85,7.19,16.44,10.65,6.75,16.72,5.06,16.5,15.02,38.12,11.17
1229,5.226914854,4,11.62,7.08,16.44,10.53,6.64,16.58,4.98,16.43,14.89,39.55,10.7
1230,5.226914854,4,11.48,7.05,16.37,10.49,6.61,16.58,4.96,16.64,14.89,40.04,11.08
1231,5.226914854,4,11.39,7.05,16.44,10.49,6.61,16.58,4.98,16.64,14.89,40.04,10.95
1232,5.226914854,4,11.8,7.4,16.72,10.95,6.97,17.08,5.21,17,15.22,41.05,11.26
1233,5.226914854,4,11.57,7.19,16.58,10.7,6.78,16.86,5.09,16.78,15.02,40.29,10.82
1234,5.226914854,4,11.48,7.14,16.51,10.61,6.7,16.72,5.02,16.93,14.96,40.29,10.57
1235,5.226914854,4,11.39,7.02,16.44,10.49,6.61,16.51,4.94,16.78,14.83,40.54,10.82
1236,5.226914854,4,11.44,7.08,16.51,10.53,6.64,16.65,4.98,17.07,14.89,40.04,10.53
1237,5.226914854,4,11.39,7.08,16.51,10.57,6.64,16.65,4.98,16.78,14.83,39.79,10.91
1238,5.226914854,4,11.39,7.11,16.44,10.65,6.67,16.65,4.98,16.71,14.89,40.04,11.17
1239,5.226914854,4,11.26,6.97,16.44,10.45,6.56,16.38,4.9,16.86,14.76,39.3,11.34
1240,5.226914854,4,11.17,6.94,16.3,10.37,6.48,16.38,4.86,16.64,14.7,39.79,10.87
1241,5.226914854,4,11.17,6.91,16.3,10.32,6.48,16.31,4.84,16.64,14.63,39.79,10.57
1242,5.226914854,4,11.17,6.91,16.44,10.32,6.45,16.38,4.84,16.78,14.63,40.54,10.37
1243,5.226914854,4,11.21,6.91,16.37,10.37,6.48,16.38,4.84,16.71,14.7,40.04,10.7
1244,5.226914854,4,11.17,6.91,16.37,10.32,6.48,16.38,4.84,16.64,14.7,39.55,10.78
1245,5.226914854,4,11.21,6.91,16.37,10.32,6.45,16.38,4.84,16.71,14.63,39.06,10.74
1246,5.226914854,4,11.39,6.88,16.37,10.32,6.4,16.31,4.8,14.75,14.63,39.06,10.61
1247,5.226914854,4,11.39,6.88,16.37,10.32,6.43,16.31,4.8,14.75,14.63,38.83,10.25
1248,5.226914854,4,11.39,6.88,16.37,10.32,6.43,16.31,4.8,14.75,14.63,38.59,11.12
1249,5.226914854,4,11.39,6.88,16.44,10.32,6.4,16.31,4.8,14.75,14.63,38.36,10.37
1250,5.226914854,4,11.39,6.88,16.44,10.32,6.43,16.38,4.8,14.75,14.63,39.06,10.87
1251,5.226914854,4,11.39,6.91,16.44,10.32,6.43,16.31,4.8,14.63,14.63,38.83,11.04
1252,5.226914854,4,11.48,6.88,16.44,10.32,6.4,16.38,4.8,14.69,14.63,39.06,10.01
1253,5.226914854,4,11.53,6.97,16.51,10.45,6.48,16.44,4.86,14.81,14.76,39.55,10.57
1254,5.226914854,4,11.53,6.97,16.58,10.41,6.48,16.44,4.84,14.69,14.76,40.04,10.29
1255,5.226914854,4,11.57,6.99,16.58,10.45,6.51,16.51,4.86,14.87,14.76,39.55,10.57
1256,5.226914854,4,11.71,7.08,16.79,10.57,6.61,16.65,4.92,14.93,14.89,40.04,10.61
1257,5.226914854,4,11.53,7.02,16.58,10.57,6.53,16.58,4.88,14.87,14.83,39.06,10.53
1258,5.226914854,4,11.53,7.02,16.58,10.53,6.51,16.51,4.86,14.87,14.83,40.29,10.13
1259,5.226914854,4,11.26,6.99,16.65,10.49,6.51,16.51,4.86,14.87,14.76,40.8,10.82
1260,5.226914854,4,11.21,6.99,16.58,10.49,6.48,16.51,4.88,14.87,14.76,39.55,10.87
1261,5.231669361,4,11.39,7.11,16.72,10.65,6.59,16.72,4.96,15,14.83,39.79,10.61
1262,5.231669361,4,11.62,7.31,17,10.91,6.81,17.08,5.09,15.12,15.09,41.32,11.04
1263,5.231669361,4,11.99,7.46,17.07,11.08,6.94,17.22,5.17,15.31,15.15,40.8,11.8
1264,5.231669361,4,11.94,7.43,17.07,11.04,6.92,17.22,5.15,15.44,15.15,41.32,11.17
1265,5.231669361,4,11.94,7.43,17,11.04,6.92,17.22,5.15,15.18,15.15,41.32,11.34
1266,5.231669361,4,11.85,7.37,17,11,6.86,17.08,5.11,15.12,15.09,41.05,11.3
1267,5.231669361,4,11.62,7.31,16.93,10.95,6.78,17.01,5.06,15.12,15.02,44.37,10.41
1268,5.231669361,4,11.94,7.43,17.07,11.04,6.89,17.15,5.13,15.31,15.15,40.8,11.12
1269,5.231669361,4,11.99,7.43,17.07,11.04,6.94,17.15,5.13,15.25,15.09,41.05,11.52
1270,5.231669361,4,11.99,7.46,17.07,11.08,6.89,17.15,5.13,15.25,15.09,41.32,11.39
1271,5.231669361,4,11.75,7.25,16.86,10.87,6.72,16.86,5,15.12,14.89,45.57,11.12
1272,5.231669361,4,11.71,7.43,17.07,11.04,6.89,17.15,5.13,15.25,15.09,41.58,11.21
1273,5.231669361,4,11.89,7.46,17,11.08,6.92,17.22,5.13,15.25,15.09,40.29,11.48
1274,5.231669361,4,11.71,7.46,17.07,11.08,6.92,17.22,5.15,15.25,15.09,40.54,11.21
1275,5.231669361,4,11.71,7.46,17.07,11.13,6.92,17.22,5.15,15.31,15.15,41.32,10.45
1276,5.231669361,4,11.94,7.46,17.07,11.13,6.92,17.22,5.15,15.37,15.09,41.05,10.82
1277,5.231669361,4,11.71,7.49,17.07,11.17,6.94,17.22,5.15,15.5,15.09,41.32,11.43
1278,5.231669361,4,11.94,7.46,17.07,11.13,6.94,17.22,5.15,15.69,15.09,42.66,11.3
1279,5.231669361,4,11.94,7.49,17.07,11.17,6.94,17.22,5.15,15.25,15.09,41.58,11.17
1280,5.231669361,4,11.94,7.49,17.07,11.13,6.92,17.22,5.15,15.37,15.09,41.84,10.87
1281,5.231669361,4,11.44,7.16,16.72,10.74,6.61,16.65,4.92,15,14.76,41.58,10.7
1282,5.231669361,4,11.66,7.11,16.65,10.7,6.59,16.58,4.88,14.93,14.7,37.9,10.99
1283,5.231669361,4,11.66,7.31,17,10.95,6.78,17.01,5.04,15.12,14.96,41.32,11.08
1284,5.231669361,4,11.66,7.25,16.86,10.91,6.7,16.86,4.98,15.18,14.83,40.8,10.87
1285,5.231669361,4,11.75,7.49,17.07,11.17,6.94,17.22,5.15,15.31,15.02,44.66,11.26
1286,5.231669361,4,11.48,7.25,16.72,10.91,6.7,16.86,4.98,14.93,14.76,39.55,11.08
1287,5.231669361,4,11.62,7.43,17,11.13,6.89,17.15,5.13,15.18,14.96,40.29,10.53
1288,5.231669361,4,11.48,7.25,16.79,10.91,6.83,16.86,4.98,14.87,14.76,40.04,10.99
1289,5.231669361,4,11.66,7.43,17,11.13,6.92,17.15,5.13,15.18,14.96,39.55,10.82
1290,5.231669361,4,11.71,7.43,17.14,11.13,6.89,17.22,5.11,15.31,15.02,40.8,11.43
1291,5.231669361,4,11.71,7.46,17.14,11.17,6.92,17.22,5.15,15.37,15.02,41.32,11.39
