Minute,TVC,Label,MQ135,MQ136,MQ137,MQ138,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9
261,2.88881,1,14.52,11.67,13.3,16.54,8.95,21.14,7.71,9.75,13.43,43.78,12.03
262,2.88881,1,14.58,11.63,13.41,16.54,9.06,21.14,7.71,9.79,13.49,43.78,11.94
263,2.88881,1,14.46,11.63,13.36,16.54,9.02,21.14,7.71,9.72,13.49,44.37,11.85
264,2.88881,1,14.4,11.67,13.36,16.54,8.95,21.14,7.65,9.79,13.49,43.22,11.89
265,2.88881,1,14.4,11.58,13.36,16.54,8.95,21.14,7.68,9.75,13.49,42.66,11.8
266,2.88881,1,14.4,11.58,13.41,16.47,8.92,21.24,7.68,9.64,13.66,44.07,12.57
267,2.88881,1,14.4,11.58,13.41,16.47,8.95,21.24,7.83,9.83,13.49,43.22,11.94
268,2.88881,1,14.46,11.49,13.36,16.47,8.92,21.05,7.68,9.91,13.49,42.94,12.57
269,2.88881,1,14.4,11.49,13.41,16.4,8.88,21.05,7.65,9.79,13.49,42.66,12.47
270,2.88881,1,14.4,11.45,13.41,16.47,8.88,21.05,7.68,9.95,13.43,42.94,12.37
271,2.88881,1,14.4,11.45,13.41,16.47,8.88,21.05,7.65,9.87,13.49,45.57,12.13
272,2.88881,1,14.52,11.45,13.46,16.47,8.92,21.14,7.71,9.91,13.6,42.94,12.42
273,2.88881,1,14.46,11.49,13.46,16.47,8.88,21.14,7.65,9.83,13.49,43.22,12.57
274,2.88881,1,14.34,11.27,13.36,16.54,8.74,21.24,7.56,9.79,13.43,42.66,12.32
275,2.88881,1,14.4,11.36,13.46,16.47,8.81,21.05,7.65,9.95,13.49,44.07,12.52
276,2.88881,1,14.46,11.36,13.52,16.47,8.81,21.05,7.62,9.79,13.54,43.5,12.52
277,2.88881,1,14.4,11.27,13.46,16.47,8.85,21.63,7.62,9.87,13.49,43.5,11.99
278,2.88881,1,14.34,11.22,13.52,16.4,8.74,21.33,7.59,9.83,13.49,41.84,12.47
279,2.88881,1,14.4,11.18,13.46,16.4,8.71,20.86,7.59,9.91,13.49,43.22,12.62
280,2.88881,1,14.28,11.18,13.46,16.33,8.74,20.86,7.59,9.79,13.49,43.78,12.67
281,2.88881,1,14.4,11.18,13.52,16.33,8.74,20.86,7.59,9.83,13.49,42.38,12.62
282,2.88881,1,14.23,11.09,13.41,16.19,8.61,20.77,7.53,9.83,13.49,42.94,12.62
283,2.88881,1,14.28,11.09,13.46,16.19,8.64,20.86,7.53,9.87,13.49,42.94,12.67
284,2.88881,1,14.23,11.09,13.41,16.19,8.61,20.86,7.53,9.91,13.49,42.94,12.57
285,2.88881,1,14.17,11.09,13.46,16.26,8.61,21.05,7.5,9.87,13.54,42.11,12.52
286,2.88881,1,14.17,11.09,13.52,16.19,8.57,20.77,7.59,9.91,13.49,44.07,12.72
287,2.88881,1,14.17,11.05,13.52,16.19,8.61,20.77,7.5,9.99,13.54,43.78,12.52
288,2.88881,1,14.11,11.05,13.46,16.12,8.51,20.67,7.47,9.91,13.49,43.22,12.57
289,2.88881,1,14.11,11.01,13.46,16.12,8.54,20.67,7.5,9.87,13.54,42.66,12.52
290,2.88881,1,14.17,11.01,13.46,16.05,8.51,20.67,7.47,9.91,13.54,42.11,12.27
291,2.88881,1,14.11,10.92,13.52,16.12,8.47,20.58,7.41,9.83,13.49,41.32,12.18
292,2.88881,1,14.23,10.96,13.52,16.12,8.47,20.67,7.44,9.83,13.43,42.66,12.13
293,2.88881,1,14.23,10.88,13.52,16.12,8.47,20.58,7.47,9.83,13.49,42.94,11.8
294,2.88881,1,14.23,10.88,13.57,16.05,8.47,20.67,7.44,9.87,13.54,44.07,12.18
295,2.88881,1,14.23,10.83,13.52,16.05,8.44,20.58,7.44,9.75,13.43,42.94,12.27
296,2.88881,1,14.23,10.79,13.52,16.05,8.44,20.58,7.32,9.95,13.54,44.07,12.08
297,2.88881,1,14.28,10.79,13.57,15.99,8.41,20.67,7.47,9.83,13.54,42.94,11.66
298,2.88881,1,14.28,10.75,13.63,16.05,8.41,20.58,7.41,9.83,13.54,46.83,11.85
299,2.88881,1,14.4,10.75,13.57,15.99,8.37,20.58,7.41,9.95,13.54,42.94,12.23
300,2.88881,1,14.4,10.75,13.63,16.05,8.41,20.77,7.47,10.3,13.54,44.66,12.42
301,3.10884,2,14.34,10.71,13.63,15.99,8.37,20.58,7.41,9.91,13.54,43.5,12.27
302,3.10884,2,14.28,10.62,13.57,15.92,8.31,20.4,7.35,9.87,13.54,42.38,11.99
303,3.10884,2,14.34,10.67,13.57,15.92,8.34,20.49,7.47,9.99,13.54,42.66,12.57
304,3.10884,2,14.28,10.67,13.63,15.99,8.34,20.49,7.38,9.91,13.6,42.66,12.27
305,3.10884,2,14.34,10.71,13.68,15.99,8.34,20.49,7.35,9.99,13.54,42.66,12.47
306,3.10884,2,14.28,10.67,13.63,15.92,8.31,20.49,7.38,9.99,13.6,41.84,12.42
307,3.10884,2,14.28,10.67,13.63,15.85,8.28,20.4,7.38,9.95,13.6,42.66,12.47
308,3.10884,2,14.23,10.62,13.57,15.78,8.24,20.31,7.29,9.95,13.6,42.38,12.37
309,3.10884,2,14.28,10.67,13.63,15.85,8.24,20.31,7.35,9.95,13.6,41.32,12.32
310,3.10884,2,14.23,10.62,13.63,15.78,8.18,20.31,7.32,9.99,13.6,42.94,12.08
311,3.10884,2,14.28,10.58,13.68,15.85,8.21,20.31,7.32,10.26,13.66,42.94,12.32
312,3.10884,2,14.28,10.54,13.68,15.78,8.21,20.31,7.27,10.03,13.6,43.5,12.37
313,3.10884,2,14.23,10.5,13.63,15.78,8.18,20.31,7.29,10.03,13.6,42.66,12.03
314,3.10884,2,12.77,9.05,12.83,14.11,6.97,18.44,6.28,9.42,12.77,40.8,11.34
315,3.10884,2,12.77,8.91,12.83,13.99,6.94,18.36,6.23,9.45,12.82,39.55,11.12
316,3.10884,2,12.87,8.98,12.88,13.99,6.92,18.44,6.23,9.53,12.82,37.9,11.26
317,3.10884,2,13.78,9.9,13.79,15.14,7.74,19.77,6.9,10.59,13.66,42.38,12.32
318,3.10884,2,13.29,9.48,13.14,14.52,7.35,19.09,6.61,9.64,13.09,40.04,10.99
319,3.10884,2,14.34,10.58,13.85,15.78,8.21,20.49,7.29,10.06,13.78,43.22,12.57
320,3.10884,2,14.34,10.58,13.85,15.78,8.24,20.49,7.35,10.06,13.78,43.5,12.67
321,3.10884,2,14.34,10.58,13.85,15.72,8.15,20.4,7.32,10.18,13.78,43.5,12.32
322,3.10884,2,14.4,10.58,13.9,15.78,8.21,20.4,7.35,10.34,13.78,43.5,12.67
323,3.10884,2,14.28,10.38,13.85,15.65,8.11,20.22,7.29,10.67,13.78,43.5,12.62
324,3.10884,2,14.4,10.46,13.85,15.65,8.15,20.31,7.35,10.34,13.78,43.5,12.77
325,3.10884,2,14.34,10.38,13.85,15.65,8.08,20.22,7.27,10.3,13.78,44.66,12.47
326,3.10884,2,14.34,10.34,13.9,15.59,8.08,20.22,7.29,10.34,13.84,42.11,12.57
327,3.10884,2,14.23,10.22,13.79,15.46,7.99,20.04,7.24,10.34,13.72,44.07,12.52
328,3.10884,2,13.83,9.75,13.52,14.95,7.62,19.43,6.9,9.87,13.49,42.66,12.13
329,3.10884,2,13.89,9.82,13.63,15.01,7.68,19.51,6.9,9.99,13.54,42.38,12.27
330,3.10884,2,13.94,9.98,13.63,14.95,7.68,19.6,6.96,10.03,13.6,41.58,12.27
331,3.10884,2,13.94,9.75,13.63,15.01,7.65,19.6,6.96,9.95,13.6,47.81,12.18
332,3.10884,2,13.94,9.75,13.57,14.95,7.65,19.51,6.93,9.95,13.54,41.84,12.23
333,3.10884,2,13.24,9.19,13.09,14.28,7.09,18.6,6.48,9.57,13.15,38.59,11.3
334,3.10884,2,13.89,9.75,13.74,14.82,7.62,19.51,6.9,10.06,13.72,43.5,12.27
335,3.10884,2,13.83,9.63,13.57,14.76,7.52,19.34,6.85,9.95,13.54,40.29,11.04
336,3.10884,2,12.98,8.7,12.99,13.82,6.83,18.2,6.25,9.42,12.99,39.55,11.39
337,3.10884,2,14.23,9.86,13.85,15.2,7.86,19.95,7.15,10.1,13.78,42.94,12.57
338,3.10884,2,14.28,9.86,13.9,15.26,7.86,19.95,7.18,9.99,13.84,42.38,12.47
339,3.10884,2,14.28,9.86,13.9,15.2,7.86,19.86,7.18,10.14,13.84,43.22,12.32
340,3.10884,2,14.23,9.79,13.9,15.14,7.8,19.86,7.1,10.14,13.84,41.05,12.18
341,3.10884,2,14.28,9.79,13.9,15.07,7.8,19.77,7.13,10.1,13.84,43.5,12.37
342,3.10884,2,14.34,9.79,13.96,15.14,7.8,19.77,7.13,10.14,13.84,42.66,12.27
343,3.10884,2,13.34,8.94,12.99,14.16,7,18.52,6.46,9.27,13.21,39.79,11.66
344,3.10884,2,14.28,9.71,14.01,15.01,7.74,19.95,7.13,10.22,13.84,42.38,12.18
345,3.10884,2,14.34,9.71,13.9,15.01,7.77,19.86,7.18,10.18,13.9,42.66,12.52
346,3.10884,2,14.28,9.9,13.96,15.01,7.74,19.77,7.1,10.34,13.84,42.66,12.23
347,3.10884,2,14.28,9.94,13.96,15.07,7.71,19.86,7.1,10.1,13.9,42.66,12.13
348,3.10884,2,14.28,9.86,13.96,15.01,7.74,20.22,7.1,10.26,13.84,42.66,12.57
349,3.10884,2,14.28,9.82,13.96,14.89,7.68,20.13,7.07,10.34,13.9,42.94,12.13
350,3.10884,2,14.23,9.86,13.96,14.89,7.68,20.13,7.18,10.22,13.9,42.94,12.03
351,3.10884,2,14.23,9.79,13.96,14.89,7.68,20.22,7.1,10.26,13.9,42.38,12.37
352,3.10884,2,14.28,9.75,13.96,14.89,7.58,20.13,7.1,10.26,13.9,43.78,12.47
353,3.10884,2,14.23,9.75,14.01,14.58,7.65,20.22,7.07,10.3,13.9,43.22,12.52
354,3.10884,2,14.23,9.71,14.01,14.58,7.62,20.13,7.04,10.39,13.96,43.22,12.37
355,3.10884,2,14.17,9.63,14.01,14.4,7.55,20.4,6.99,10.1,13.9,47.81,12.23
356,3.10884,2,14.17,9.67,14.01,14.46,7.58,20.22,7.01,10.14,13.9,42.66,12.67
357,3.10884,2,14.06,9.52,14.13,14.4,7.49,20.04,6.93,10.26,13.9,42.94,12.27
358,3.10884,2,14.17,9.52,13.96,14.34,7.55,20.04,6.99,10.39,13.9,43.78,12.42
359,3.10884,2,14.17,9.52,14.01,14.22,7.55,20.04,6.93,10.3,13.96,44.66,12.47
360,3.10884,2,14.11,9.45,14.01,14.46,7.55,20.04,6.93,10.34,13.96,42.66,12.47
361,3.31643,2,14.17,9.45,14.07,14.34,7.55,19.86,6.99,10.34,13.96,42.11,12.18
362,3.31643,2,14.23,9.48,14.07,14.46,7.55,19.86,7.01,10.39,14.02,42.94,12.42
363,3.31643,2,14.23,9.48,14.07,14.52,7.55,19.77,6.99,10.43,14.02,42.66,12.42
364,3.31643,2,14.11,9.37,14.07,14.16,7.49,19.69,6.93,10.43,13.96,41.05,12.23
365,3.31643,2,14.11,9.34,14.01,14.28,7.49,19.69,6.93,10.39,13.96,42.94,12.42
366,3.31643,2,14.11,9.34,14.18,14.64,7.49,19.69,6.96,10.43,14.02,42.11,12.18
367,3.31643,2,12.52,7.85,12.99,12.74,6.22,17.44,5.82,9.79,12.99,38.83,10.95
368,3.31643,2,12.42,7.88,13.04,12.69,6.22,17.37,5.8,9.64,12.99,38.36,10.95
369,3.31643,2,12.37,7.73,12.99,12.59,6.14,17.37,5.73,9.64,12.99,38.36,10.91
370,3.31643,2,14.17,9.37,14.3,14.64,7.55,19.86,6.99,10.97,14.2,43.5,12.42
371,3.31643,2,14.11,9.3,14.13,14.58,7.46,19.6,6.9,10.93,14.02,42.94,12.42
372,3.31643,2,14.11,9.26,14.13,14.52,7.46,19.6,6.9,10.93,14.08,43.22,12.42
373,3.31643,2,14.11,9.26,14.18,14.58,7.46,19.51,6.93,10.76,14.08,42.66,12.37
374,3.31643,2,14.11,9.23,14.18,14.46,7.43,19.51,6.9,10.47,14.26,42.94,12.23
375,3.31643,2,14.11,9.19,14.18,14.46,7.43,19.43,6.9,10.47,14.14,42.94,12.13
376,3.31643,2,14.11,9.19,14.18,14.46,7.43,19.51,6.9,10.51,14.2,42.38,12.08
377,3.31643,2,14.11,9.19,14.24,14.46,7.43,19.51,6.93,10.39,14.26,42.38,12.27
378,3.31643,2,14.17,9.19,14.3,14.52,7.46,19.6,6.93,10.72,14.26,44.66,12.13
379,3.31643,2,14.11,9.12,14.18,14.34,7.41,19.69,6.88,10.51,14.26,44.37,12.23
380,3.31643,2,14.17,9.16,14.24,14.4,7.46,19.6,6.93,10.43,14.44,42.66,11.89
381,3.31643,2,14.06,9.01,14.18,14.22,7.32,19.51,6.85,10.51,14.2,43.22,12.23
382,3.31643,2,14.06,8.98,14.18,14.22,7.29,19.43,6.88,10.39,14.26,42.11,11.94
383,3.31643,2,14.06,9.01,14.18,14.16,7.32,19.34,6.82,10.59,14.26,42.66,12.23
384,3.31643,2,14,8.94,14.18,14.11,7.26,19.51,6.74,10.67,14.14,42.94,11.71
385,3.31643,2,12.72,7.85,13.25,12.69,6.32,17.74,5.94,9.99,13.37,40.04,11.26
386,3.31643,2,12.52,7.73,13.2,12.54,6.22,17.52,5.8,10.03,13.21,39.55,10.87
387,3.31643,2,12.62,7.82,13.36,12.59,6.27,17.67,5.89,10.03,13.21,40.29,10.95
388,3.31643,2,12.52,7.64,13.46,12.49,6.19,17.82,5.82,10.1,13.15,37.67,10.91
389,3.31643,2,12.32,7.49,13.2,12.29,6.07,17.08,5.7,10.03,13.04,38.59,10.87
390,3.31643,2,12.37,7.49,13.3,12.34,6.12,17.22,5.73,9.95,13.21,38.83,10.65
391,3.31643,2,12.47,7.55,13.25,12.39,6.12,17.22,5.77,9.95,13.21,38.83,10.78
392,3.31643,2,12.37,7.46,13.25,12.19,6.04,17.01,5.68,10.03,13.15,38.83,10.95
393,3.31643,2,12.77,7.82,13.68,12.64,6.43,17.59,5.98,10.34,13.43,39.55,11.17
394,3.31643,2,12.77,7.82,13.57,12.54,6.32,17.44,5.89,10.1,13.43,37.9,11.39
395,3.31643,2,12.52,7.49,13.36,12.29,6.12,17.08,5.75,10.1,13.21,39.3,10.99
396,3.31643,2,12.28,7.4,13.25,12.05,6.02,16.86,5.66,10.06,13.26,37.44,10.91
397,3.31643,2,12.37,7.37,13.25,11.95,5.97,16.86,5.63,10.03,13.09,37.67,10.87
398,3.31643,2,12.18,7.28,13.14,11.86,5.87,16.65,5.54,9.99,13.04,37.9,10.7
399,3.31643,2,12.08,7.34,13.2,12,5.89,16.65,5.59,10.03,13.09,38.59,10.7
400,3.31643,2,12.23,7.34,13.2,11.81,5.89,16.65,5.63,10.03,13.09,38.12,10.41
401,3.31643,2,12.32,7.43,13.25,11.95,5.97,16.79,5.63,10.03,13.09,40.04,10.87
402,3.31643,2,12.98,7.98,13.79,12.59,6.48,17.59,6.08,10.51,13.6,39.79,10.7
403,3.31643,2,12.57,7.82,13.68,12.34,6.27,17.3,5.94,10.47,13.43,39.79,11.3
404,3.31643,2,13.78,8.84,14.42,13.65,7.2,18.84,6.8,10.89,14.2,43.78,12.47
405,3.31643,2,13.78,8.84,14.42,13.6,7.17,18.68,6.74,10.76,14.14,41.84,11.99
406,3.31643,2,13.78,8.77,14.42,13.6,7.14,18.68,6.74,10.93,14.2,44.07,11.89
407,3.31643,2,13.94,8.84,14.36,13.6,7.17,18.6,6.77,10.89,14.2,41.84,11.89
408,3.31643,2,13.94,8.74,14.36,13.54,7.14,18.68,6.77,10.97,14.2,42.11,12.13
409,3.31643,2,13.94,8.7,14.42,13.54,7.14,18.84,6.74,10.93,14.26,41.84,12.13
410,3.31643,2,13.72,8.7,14.36,13.49,7.14,18.68,6.74,10.93,14.2,43.22,12.37
411,3.31643,2,13.78,8.67,14.47,13.49,7.11,18.68,6.74,10.89,14.2,41.84,12.18
412,3.31643,2,13.72,8.67,14.47,13.54,7.14,18.6,6.74,10.89,14.2,42.66,11.94
413,3.31643,2,13.78,8.67,14.47,13.43,7.17,18.68,6.72,10.93,14.2,42.66,12.18
414,3.31643,2,13.94,8.67,14.47,13.43,7.11,18.36,6.74,10.89,14.2,42.94,12.23
415,3.31643,2,13.94,8.67,14.47,13.38,7.14,18.36,6.74,10.89,14.2,42.66,12.52
416,3.31643,2,13.78,8.67,14.47,13.38,7.11,18.36,6.74,10.93,14.2,43.5,12.52
417,3.31643,2,13.78,8.63,14.53,13.32,7.11,18.28,6.72,10.8,14.2,42.66,12.52
418,3.31643,2,13.78,8.67,14.53,13.27,7.09,18.2,6.72,10.97,14.2,42.38,12.42
419,3.31643,2,13.78,8.7,14.53,13.32,7.11,18.2,6.72,11.01,14.2,44.37,12.32
420,3.31643,2,13.78,8.67,14.59,13.32,7.11,18.2,6.72,11.15,14.38,41.05,12.18
421,3.943121397,2,13.78,8.67,14.59,13.32,7.11,18.2,6.69,11.1,14.26,43.5,12.27
422,3.943121397,2,13.83,8.67,14.59,13.27,7.09,18.2,6.72,11.41,14.26,41.05,12.47
423,3.943121397,2,13.78,8.63,14.59,13.27,7.09,18.13,6.69,11.23,14.32,42.66,12.37
424,3.943121397,2,13.78,8.63,14.65,13.27,7.11,18.13,6.72,11.37,14.32,42.94,12.32
425,3.943121397,2,13.83,8.63,14.65,13.27,7.11,18.2,6.72,11.41,14.38,42.94,12.47
426,3.943121397,2,13.83,8.6,14.65,13.21,7.09,18.13,6.69,11.1,14.38,43.78,12.42
427,3.943121397,2,13.89,8.6,14.77,13.21,7.14,18.2,6.72,11.28,14.38,40.54,12.18
428,3.943121397,2,13.83,8.57,14.71,13.21,7.11,18.2,6.69,11.28,14.38,42.94,12.13
429,3.943121397,2,13.89,8.53,14.71,13.21,7.11,18.68,6.69,11.37,14.44,41.84,12.03
430,3.943121397,2,13.78,8.47,14.71,13.11,7.09,18.52,6.64,11.19,14.38,43.22,12.23
431,3.943121397,2,13.78,8.43,14.71,13.11,7.06,18.28,6.64,11.32,14.44,43.22,12.03
432,3.943121397,2,13.78,8.47,14.71,13.11,7.09,17.97,6.66,11.37,14.44,44.07,12.42
433,3.943121397,2,13.72,8.4,14.71,13,7.03,17.89,6.61,11.37,14.38,42.94,12.18
434,3.943121397,2,13.72,8.4,14.71,13,7.03,17.97,6.58,11.46,14.38,41.58,12.18
435,3.943121397,2,13.83,8.43,14.83,13.06,7.09,18.36,6.64,11.28,14.57,42.94,12.52
436,3.943121397,2,13.78,8.4,14.77,13,7.06,17.67,6.61,11.41,14.51,43.22,12.08
437,3.943121397,2,13.78,8.4,14.77,13,7.06,18.05,6.61,11.46,14.51,43.5,12.23
438,3.943121397,2,13.78,8.37,14.83,12.95,7.03,17.97,6.64,11.5,14.57,43.5,12.42
439,3.943121397,2,13.67,8.27,14.71,12.79,6.94,17.89,6.53,11.5,14.51,43.5,11.75
440,3.943121397,2,13.72,8.33,14.83,12.9,7,17.97,6.58,11.46,14.51,42.66,12.18
441,3.943121397,2,13.78,8.37,14.83,12.9,7.03,17.97,6.58,11.55,14.57,42.94,12.32
442,3.943121397,2,13.83,8.4,14.89,12.95,7.09,18.05,6.69,11.46,14.63,40.29,12.52
443,3.943121397,2,13.56,8.2,14.65,12.69,6.86,17.59,6.43,11.41,14.51,41.58,11.26
444,3.943121397,2,13.56,8.17,14.71,12.59,6.86,17.67,6.46,11.55,14.51,41.32,12.18
445,3.943121397,2,13.5,8.14,14.77,12.59,6.83,17.44,6.46,11.5,14.51,41.84,11.94
446,3.943121397,2,13.61,8.23,14.83,12.69,6.92,17.59,6.48,11.59,14.57,42.11,12.37
447,3.943121397,2,13.61,8.2,14.83,12.64,6.92,17.52,6.48,11.41,14.63,42.38,11.94
448,3.943121397,2,13.61,8.17,14.95,12.59,6.89,17.52,6.48,11.55,14.57,42.38,12.23
449,3.943121397,2,13.61,8.17,14.83,12.54,6.89,17.44,6.46,11.59,14.63,45.26,12.08
450,3.943121397,2,13.56,8.11,14.77,12.49,6.86,17.44,6.38,11.59,14.57,42.11,12.08
451,3.943121397,2,13.5,8.04,14.71,12.44,6.83,17.37,6.4,11.59,14.57,42.66,12.08
452,3.943121397,2,13.56,8.04,14.83,12.44,6.83,17.3,6.38,11.59,14.63,42.66,11.94
453,3.943121397,2,13.56,8.07,14.83,12.44,6.83,17.3,6.46,11.5,14.51,40.8,12.13
454,3.943121397,2,13.56,8.04,14.83,12.39,6.83,17.3,6.46,11.69,14.51,41.84,12.18
455,3.943121397,2,13.5,8.04,14.83,12.39,6.83,17.3,6.35,11.64,14.51,41.05,11.94
456,3.943121397,2,13.5,8.01,14.83,12.39,6.83,17.3,6.38,11.69,14.51,41.84,12.03
457,3.943121397,2,13.5,7.95,14.83,12.34,6.81,17.22,6.35,11.78,14.57,43.22,12.18
458,3.943121397,2,13.5,7.98,14.83,12.29,6.83,17.22,6.38,11.64,14.57,42.38,12.18
459,3.943121397,2,13.5,7.98,14.89,12.39,6.83,17.22,6.35,11.78,14.57,42.38,11.89
460,3.943121397,2,13.5,7.95,14.89,12.39,6.83,17.22,6.35,11.73,14.57,42.38,12.03
461,3.943121397,2,13.5,7.95,14.89,12.39,6.83,17.22,6.35,11.87,14.57,43.5,12.03
462,3.943121397,2,13.56,7.95,14.89,12.39,6.86,17.22,6.38,11.82,14.63,42.66,11.75
463,3.943121397,2,13.56,7.95,14.95,12.39,6.86,17.22,6.38,11.82,14.57,41.58,12.03
464,3.943121397,2,13.5,7.92,14.89,12.34,6.81,17.08,6.35,11.82,14.63,42.38,11.8
465,3.943121397,2,13.5,7.92,14.95,12.29,6.83,17.15,6.35,11.92,14.63,42.94,11.89
466,3.943121397,2,13.5,7.88,14.95,12.29,6.81,17.01,6.33,11.87,14.63,41.84,12.13
467,3.943121397,2,13.5,7.92,15.01,12.29,6.83,17.08,6.35,11.87,14.63,42.38,12.42
468,3.943121397,2,13.5,7.88,15.01,12.29,6.83,17.08,6.33,11.92,14.7,41.58,11.8
469,3.943121397,2,13.5,7.88,15.01,12.24,6.75,17.08,6.33,11.78,14.63,41.32,11.89
470,3.943121397,2,13.45,7.82,15.01,12.19,6.78,17.01,6.3,11.64,14.63,42.38,11.94
471,3.943121397,2,13.45,7.82,15.01,12.19,6.78,17.01,6.33,11.97,14.63,42.11,11.94
472,3.943121397,2,13.45,7.82,15.01,12.19,6.81,17.01,6.3,11.97,14.63,41.84,12.08
473,3.943121397,2,13.5,7.85,15.01,12.19,6.78,17.01,6.28,11.97,14.63,42.66,12.13
474,3.943121397,2,13.5,7.85,15.01,12.19,6.81,17.01,6.33,12.01,14.7,42.11,11.99
475,3.943121397,2,13.5,7.85,15.08,12.19,6.81,17.01,6.33,11.92,14.7,42.66,12.08
476,3.943121397,2,13.5,7.82,15.14,12.19,6.81,17.01,6.28,12.11,14.76,40.8,11.75
477,3.943121397,2,13.5,7.82,15.08,12.14,6.78,17.01,6.3,12.16,14.76,42.66,12.08
478,3.943121397,2,13.45,7.79,15.08,12.1,6.78,16.93,6.3,12.11,14.7,41.32,12.42
479,3.943121397,2,13.45,7.79,15.14,12.1,6.78,16.93,6.28,12.06,14.7,43.22,12.32
480,3.943121397,2,13.45,7.79,15.08,12.05,6.78,16.93,6.28,12.06,14.76,42.38,12.37
481,3.954458638,2,13.45,7.76,15.14,12,6.75,16.86,6.23,12.11,14.76,43.78,11.52
482,3.954458638,2,13.45,7.76,15.08,12.05,6.75,16.86,6.23,12.06,14.83,42.66,11.99
483,3.954458638,2,13.56,7.82,15.2,12.19,6.81,16.93,6.3,12.25,14.63,42.38,12.23
484,3.954458638,2,13.4,7.76,15.14,11.95,6.75,16.86,6.25,11.82,14.76,43.22,12.03
485,3.954458638,2,13.4,7.73,15.08,11.95,6.72,16.79,6.25,11.87,14.76,44.07,12.08
486,3.954458638,2,13.4,7.7,15.14,11.9,6.75,16.79,6.2,11.69,14.76,43.22,11.66
487,3.954458638,2,13.45,7.73,15.14,11.9,6.78,16.86,6.23,12.06,14.83,42.66,11.94
488,3.954458638,2,13.45,7.76,15.2,11.95,6.78,16.79,6.23,11.92,14.83,42.94,11.71
489,3.954458638,2,13.34,7.67,15.14,11.86,6.7,16.72,6.15,12.06,14.76,42.94,11.94
490,3.954458638,2,13.4,7.7,15.2,11.86,6.72,16.72,6.18,11.97,14.76,43.22,11.71
491,3.954458638,2,13.4,7.7,15.2,11.86,6.75,16.72,6.2,12.01,14.83,42.94,11.71
492,3.954458638,2,13.4,7.7,15.2,11.86,6.75,16.72,6.2,12.06,14.83,43.22,12.18
493,3.954458638,2,13.34,7.67,15.2,11.81,6.7,16.65,6.15,12.06,14.76,42.94,12.03
494,3.954458638,2,13.34,7.67,15.2,11.81,6.72,16.65,6.13,12.06,14.83,41.05,12.27
495,3.954458638,2,13.4,7.7,15.26,11.86,6.75,16.72,6.2,12.06,14.83,43.5,12.27
496,3.954458638,2,13.4,7.7,15.39,11.86,6.78,16.72,6.2,12.16,14.83,42.66,12.37
497,3.954458638,2,13.4,7.67,15.26,11.81,6.72,16.65,6.18,12.16,14.83,43.78,12.03
498,3.954458638,2,13.34,7.64,15.32,11.72,6.72,16.58,6.15,12.25,14.83,42.94,12.37
499,3.954458638,2,13.29,7.64,15.26,11.67,6.7,16.58,6.15,12.16,14.83,42.38,12.37
500,3.954458638,2,13.34,7.67,15.32,11.76,6.75,16.65,6.18,12.21,14.83,42.94,12.27
501,3.954458638,2,13.29,7.64,15.32,11.67,6.7,16.79,6.13,12.21,14.83,42.38,11.94
502,3.954458638,2,13.34,7.67,15.39,11.67,6.72,16.79,6.15,12.25,14.89,42.66,12.03
503,3.954458638,2,13.29,7.64,15.32,11.67,6.72,16.72,6.11,12.3,14.89,43.22,11.57
504,3.954458638,2,13.34,7.67,15.32,11.67,6.75,16.72,6.15,12.4,14.89,42.94,12.23
505,3.954458638,2,13.34,7.67,15.45,11.67,6.75,16.79,6.15,12.25,14.89,43.5,12.32
506,3.954458638,2,13.34,7.67,15.39,11.67,6.81,16.58,6.15,12.4,14.96,42.66,12.23
507,3.954458638,2,13.24,7.61,15.32,11.58,6.67,16.79,6.11,12.45,14.96,42.94,11.43
508,3.954458638,2,13.24,7.58,15.39,11.53,6.67,16.58,6.08,12.3,14.96,41.05,11.3
509,3.954458638,2,13.18,7.55,15.32,11.49,6.67,16.51,6.06,12.3,14.96,43.78,12.23
510,3.954458638,2,13.24,7.55,15.14,11.26,6.7,16.44,6.15,12.55,14.96,41.58,12.13
511,3.954458638,2,13.13,7.49,15.39,11.44,6.61,16.31,6.01,12.45,14.89,42.66,11.48
512,3.954458638,2,13.18,7.52,15.39,11.49,6.64,16.44,6.03,12.4,14.89,44.37,11.99
513,3.954458638,2,13.18,7.52,15.32,11.49,6.64,16.38,6.06,12.4,14.89,42.94,11.39
514,3.954458638,2,13.18,7.52,15.39,11.44,6.67,16.38,6.03,12.6,14.89,43.22,12.18
515,3.954458638,2,13.18,7.52,15.51,11.39,6.64,16.31,6.03,12.45,14.96,42.66,12.13
516,3.954458638,2,13.13,7.52,15.45,11.39,6.64,16.24,6.03,12.5,14.96,41.05,11.94
517,3.954458638,2,13.13,7.49,15.39,11.35,6.61,16.24,6.08,12.4,14.89,43.5,11.62
518,3.954458638,2,13.13,7.52,15.45,11.35,6.64,16.17,6.01,12.55,14.96,41.58,12.42
519,3.954458638,2,13.13,7.52,15.45,11.35,6.64,16.17,6.01,12.55,14.96,43.22,12.27
520,3.954458638,2,13.13,7.52,15.45,11.35,6.64,16.11,6.01,12.7,14.96,42.66,12.42
521,3.954458638,2,13.13,7.52,15.45,11.3,6.64,16.04,6.01,12.7,14.96,42.94,11.66
