MQ135,MQ136,MQ137,MQ138,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Label
11.89,7.61,18.67,12.54,7.11,15.84,4.88,18.45,15.56,40.8,11.17,4
11.71,7.02,16.86,10.78,6.48,16.58,4.8,15.18,14.63,39.06,11.39,4
11.8,7.34,16.65,10.82,6.94,17.01,5.19,15.12,15.22,41.84,11.57,4
11.75,7.34,16.65,10.82,6.94,17.01,5.19,15.83,15.22,41.58,11.17,4
12.72,7.05,16.86,10.24,6.64,14.59,5.57,14.69,15.22,42.66,12.37,2
11.44,7.7,18.19,11.9,7.03,17.3,4.96,16.78,15.15,39.79,10.99,4
12.98,7.19,16.65,10.49,6.64,14.89,5.68,14.33,15.15,43.22,12.08,2
15.0,13.74,12.63,17.8,10.51,22.54,8.53,9.38,13.32,43.22,12.03,1
15.06,15.07,11.86,18.44,11.59,23.62,9.52,9.2,13.32,43.22,13.03,1
12.37,7.19,16.79,10.24,6.86,15.91,5.28,15.69,15.56,43.22,11.26,4
11.0,7.25,17.88,11.35,6.59,16.44,4.62,16.57,14.89,40.54,10.91,4
11.94,8.01,18.43,12.59,7.06,15.02,4.82,18.85,15.35,41.84,11.21,4
12.82,7.05,16.65,10.41,6.64,14.71,5.63,14.51,15.22,42.11,11.94,2
12.04,7.61,18.67,12.59,7.14,15.65,4.9,18.94,15.63,41.84,10.95,4
11.44,7.7,18.19,11.9,7.03,17.15,4.96,16.86,15.22,41.32,11.26,4
13.94,9.98,13.63,14.95,7.68,19.6,6.96,10.03,13.6,41.58,12.27,2
13.45,7.76,15.14,12.0,6.75,16.86,6.23,12.11,14.76,43.78,11.52,2
13.29,7.64,15.26,11.67,6.7,16.58,6.15,12.16,14.83,42.38,12.37,2
11.44,7.64,18.51,12.39,7.06,15.84,4.84,18.21,15.49,41.05,10.7,4
11.94,8.11,18.51,12.54,7.06,15.2,4.82,18.94,15.42,42.38,11.21,4
11.44,7.55,17.81,11.58,6.97,17.15,5.04,16.16,15.15,42.66,11.12,4
11.85,7.52,18.59,12.49,7.09,15.71,4.84,18.61,15.56,41.84,10.82,4
14.87,15.32,11.44,18.28,11.59,23.51,9.6,8.95,15.09,46.51,12.32,1
12.04,6.8,17.51,9.77,6.61,14.42,5.28,15.83,15.63,43.78,11.57,3
13.72,8.4,14.71,13.0,7.03,17.97,6.58,11.46,14.38,41.58,12.18,2
12.23,7.11,16.44,10.24,6.72,16.04,5.15,15.69,15.29,41.32,11.26,4
14.94,16.23,10.42,18.52,12.45,24.42,10.63,8.95,16.49,42.11,12.08,1
12.08,6.91,17.36,9.85,6.7,14.65,5.28,15.96,15.77,41.32,11.75,3
14.4,11.36,13.46,16.47,8.81,21.05,7.65,9.95,13.49,44.07,12.52,1
11.99,7.11,17.14,9.93,6.75,15.26,5.21,15.63,15.49,40.8,11.17,4
12.67,6.97,17.51,10.05,6.7,14.3,5.45,15.89,15.7,43.5,11.94,3
11.08,7.67,18.35,12.05,7.03,16.65,4.86,19.97,15.15,40.04,10.91,4
11.44,7.55,17.81,11.62,6.97,17.22,5.06,16.23,15.15,41.32,10.53,4
11.0,7.58,18.19,11.9,6.94,16.58,4.8,19.79,15.09,40.54,10.78,4
11.48,7.73,18.11,11.86,7.03,17.08,4.92,16.86,15.15,41.58,11.12,4
11.85,8.07,18.43,12.69,7.11,15.08,4.84,18.85,15.42,41.58,11.39,4
11.53,7.49,17.58,11.39,6.94,17.3,5.09,15.76,15.09,41.32,11.04,4
12.13,8.04,18.35,12.59,7.11,15.08,4.84,18.94,15.35,41.05,11.3,4
11.3,7.61,18.27,11.95,6.97,16.86,4.84,17.44,15.15,40.04,10.82,4
11.48,7.25,17.36,11.13,6.72,17.01,4.96,15.63,14.89,39.79,10.87,4
12.18,6.88,17.81,9.85,6.67,14.36,5.34,16.02,15.84,41.84,11.89,3
12.13,7.02,17.58,10.01,6.83,14.89,5.34,17.67,15.84,42.38,11.48,3
12.77,7.34,15.84,10.87,6.59,15.65,5.82,13.06,15.02,44.07,12.52,2
12.23,7.11,17.73,10.05,6.89,15.14,5.32,16.3,15.84,42.94,11.34,4
11.39,7.49,17.66,11.44,6.94,17.15,5.09,15.96,15.09,39.3,11.04,4
14.94,15.9,11.0,18.52,12.11,24.18,10.14,8.95,15.35,43.22,12.52,1
13.18,7.52,15.51,11.39,6.64,16.31,6.03,12.45,14.96,42.66,12.13,2
13.24,7.55,15.14,11.26,6.7,16.44,6.15,12.55,14.96,41.58,12.13,2
14.28,9.79,13.9,15.07,7.8,19.77,7.13,10.1,13.84,43.5,12.37,2
14.46,12.34,13.25,17.12,9.72,21.53,7.95,9.68,13.26,42.94,12.62,1
12.13,7.49,17.14,11.22,6.94,17.3,5.15,15.37,15.09,41.32,11.26,4
14.87,14.24,12.43,18.12,10.89,23.51,8.87,9.49,13.32,42.66,12.87,1
12.57,7.52,17.36,11.3,6.94,17.3,5.15,15.56,15.15,40.29,10.45,4
11.62,7.73,18.11,12.34,7.14,16.24,4.92,17.29,15.02,40.04,10.82,4
12.32,7.16,16.72,10.24,6.86,15.97,5.26,17.22,15.49,42.11,11.3,4
11.13,7.49,17.88,12.05,6.97,15.71,4.78,17.22,14.89,41.84,10.91,4
12.28,7.31,16.37,10.41,6.81,16.44,5.17,15.76,15.29,41.58,11.17,4
12.08,6.85,17.43,9.85,6.67,14.47,5.32,15.83,15.84,41.84,11.89,3
13.18,7.55,15.32,11.49,6.67,16.51,6.06,12.3,14.96,43.78,12.23,2
11.57,7.43,18.43,12.1,6.86,15.65,4.7,18.53,15.22,42.11,10.82,4
14.4,10.46,13.85,15.65,8.15,20.31,7.35,10.34,13.78,43.5,12.77,2
11.39,7.67,18.19,11.86,7.0,17.22,4.94,17.0,15.22,42.66,10.74,4
14.94,13.41,12.78,17.73,10.31,22.33,8.4,9.53,13.32,42.11,12.62,1
12.08,6.83,17.43,9.81,6.64,14.47,5.3,15.83,15.77,42.38,11.57,3
11.57,7.73,18.83,12.49,7.17,16.04,4.92,18.94,15.56,41.84,11.43,4
14.81,13.57,12.63,17.88,10.39,22.44,8.43,9.49,13.26,42.38,12.57,1
11.71,7.52,17.58,11.44,6.94,17.15,5.11,15.83,15.02,39.3,11.04,4
11.39,7.55,17.66,11.49,6.94,17.15,5.09,16.02,15.02,40.29,11.57,4
11.94,8.14,18.51,12.59,7.11,15.2,4.86,19.1,15.49,41.58,11.43,4
11.39,7.52,17.66,11.49,6.94,17.15,5.06,16.02,15.09,40.04,10.87,4
11.94,8.17,18.51,12.54,7.06,15.58,4.84,19.02,15.42,40.8,11.17,4
14.94,14.71,12.19,18.2,11.15,23.07,9.08,9.31,13.26,41.32,12.57,1
14.64,13.2,12.88,17.5,10.11,22.13,8.27,9.53,13.32,42.66,13.08,1
14.87,14.47,12.24,18.12,11.02,22.96,8.94,9.31,13.26,43.22,12.72,1
11.35,7.58,17.96,11.72,7.0,17.15,5.02,16.36,15.09,41.58,11.08,4
11.85,7.61,18.43,12.49,7.06,15.39,4.84,18.77,15.42,41.05,11.12,4
11.94,7.49,17.07,11.17,6.94,17.22,5.15,15.25,15.09,41.58,11.17,4
11.94,7.58,18.59,12.44,7.09,15.71,4.84,18.37,15.49,41.32,11.12,4
12.32,7.22,17.73,10.2,7.0,15.2,5.48,16.43,16.05,42.66,11.71,3
14.69,12.99,12.94,17.42,9.95,22.64,8.17,9.57,13.32,43.22,11.94,1
14.11,10.92,13.52,16.12,8.47,20.58,7.41,9.83,13.49,41.32,12.18,1
11.44,7.64,18.04,11.95,7.06,17.22,5.04,16.43,15.15,43.78,10.95,4
11.3,7.67,18.04,12.29,7.14,16.17,4.9,17.51,14.96,39.79,11.17,4
13.61,14.53,9.45,16.9,10.93,22.44,9.41,8.21,17.1,39.3,10.82,1
12.18,6.85,17.81,9.85,6.67,14.36,5.34,16.09,15.84,40.54,11.62,3
12.72,10.18,12.19,14.82,7.8,19.09,6.51,8.95,12.3,37.9,10.33,1
12.67,7.08,17.07,10.2,6.67,14.77,5.57,14.87,15.29,42.38,12.23,2
14.87,16.17,10.14,18.36,12.35,24.89,10.72,8.88,17.26,42.38,11.99,1
12.52,7.11,16.44,10.28,6.75,16.04,5.15,15.76,15.29,39.79,11.48,4
11.99,8.11,18.59,12.64,7.11,15.08,4.86,19.02,15.42,41.58,11.39,4
11.62,8.01,18.67,12.59,7.14,15.02,4.88,19.02,15.42,41.58,11.43,4
11.8,6.77,16.51,9.81,6.45,15.45,4.96,16.64,15.02,40.29,10.61,4
12.08,6.91,17.36,9.89,6.72,14.71,5.3,16.02,15.77,40.29,11.52,3
14.34,9.79,13.96,15.14,7.8,19.77,7.13,10.14,13.84,42.66,12.27,2
12.18,7.05,16.65,10.12,6.7,15.84,5.13,15.31,15.35,40.8,11.26,4
11.44,7.55,17.88,11.62,6.97,17.15,5.04,16.3,15.09,40.04,11.08,4
14.69,13.04,12.99,17.42,9.91,22.96,8.14,9.6,13.32,45.57,11.99,1
13.78,8.47,14.71,13.11,7.09,18.52,6.64,11.19,14.38,43.22,12.23,2
11.13,7.49,17.81,12.05,6.97,15.65,4.76,17.14,14.83,38.59,10.91,4
11.35,7.67,18.04,12.29,7.14,16.04,4.9,17.44,14.96,38.83,10.74,4
11.89,7.58,18.67,12.44,7.09,15.71,4.84,18.29,15.49,40.54,11.08,4
12.42,6.94,17.51,9.97,6.67,14.36,5.41,15.69,16.2,44.07,11.8,3
14.28,10.75,13.63,16.05,8.41,20.58,7.41,9.83,13.54,46.83,11.85,1
12.04,6.8,17.43,9.73,6.67,14.42,5.28,15.83,15.7,42.66,11.66,3
11.48,7.73,18.19,11.9,7.06,17.15,4.96,16.93,15.22,40.29,10.91,4
11.8,7.34,16.44,10.61,6.89,16.79,5.19,15.31,15.29,41.05,11.48,4
10.41,6.77,17.14,11.08,5.97,13.57,4.04,17.51,14.38,37.22,10.13,4
11.85,7.64,18.35,12.39,7.0,15.33,4.8,18.77,15.35,41.05,11.26,4
12.08,6.85,17.58,9.81,6.67,14.47,5.32,15.76,15.7,42.38,11.57,3
11.17,6.91,16.44,10.32,6.45,16.38,4.84,16.78,14.63,40.54,10.37,4
11.39,7.7,18.19,11.9,7.03,17.15,4.96,17.22,15.29,43.5,10.99,4
11.89,7.67,18.51,12.54,7.09,15.39,4.86,18.85,15.42,41.05,11.21,4
12.77,7.16,16.86,10.37,6.67,14.71,5.61,14.87,15.29,42.38,11.99,2
11.48,7.55,17.88,11.62,7.0,17.22,5.04,16.23,15.09,40.54,10.95,4
11.44,7.76,18.43,12.24,7.09,16.72,4.88,17.44,15.29,41.32,10.95,4
11.89,7.34,16.44,10.57,6.86,16.72,5.19,15.37,15.29,40.29,10.82,4
11.3,7.58,18.19,11.86,6.92,16.79,4.8,17.36,15.15,40.54,10.7,4
12.08,7.16,16.93,10.2,6.89,15.78,5.28,15.63,15.56,42.94,11.3,4
11.71,7.82,18.51,12.39,7.2,16.79,4.94,17.67,15.35,40.04,10.82,4
14.23,10.96,13.52,16.12,8.47,20.67,7.44,9.83,13.43,42.66,12.13,1
11.85,7.58,18.67,12.44,7.14,15.58,4.86,18.29,15.49,41.05,11.08,4
11.39,7.73,18.51,12.29,7.14,16.79,4.9,17.44,15.35,41.05,11.04,4
12.32,7.34,17.21,10.37,7.03,15.97,5.41,15.69,15.7,42.94,11.66,4
14.81,15.71,10.83,18.36,11.92,23.84,10.02,9.02,15.35,41.84,12.67,1
14.75,16.3,9.98,18.52,12.59,24.42,10.85,8.85,15.42,42.66,12.32,1
14.69,12.63,13.04,17.19,9.72,21.73,8.08,9.68,13.32,43.22,12.32,1
11.48,7.64,18.67,12.39,7.09,15.84,4.86,18.69,15.49,41.58,11.17,4
12.08,7.28,16.3,10.45,6.83,16.58,5.19,15.37,15.22,41.05,11.17,4
14.81,13.68,12.73,17.8,10.47,23.51,8.46,9.57,13.32,43.5,11.99,1
14.75,12.89,13.04,17.27,9.76,21.73,8.14,9.57,13.26,43.22,12.47,1
12.72,7.08,16.17,10.49,6.53,15.14,5.68,13.82,15.09,43.5,11.52,2
11.8,7.34,16.58,10.65,6.89,16.79,5.21,15.25,15.22,42.94,11.12,4
11.39,7.67,18.51,12.14,7.06,16.65,4.86,17.36,15.22,40.8,11.17,4
11.8,7.76,18.27,12.44,7.2,15.91,4.94,17.67,15.15,38.83,10.95,4
13.08,7.55,15.51,11.26,6.67,16.11,6.01,12.7,14.96,42.94,12.52,2
13.45,7.82,15.01,12.19,6.78,17.01,6.3,11.64,14.63,42.38,11.94,2
11.44,7.14,17.21,10.95,6.59,16.72,4.86,15.5,14.76,39.55,10.65,4
11.39,7.64,18.04,11.9,7.03,17.01,4.98,16.64,15.09,38.83,10.78,4
11.53,6.61,16.93,9.43,6.32,14.47,4.96,15.56,15.22,41.32,11.08,4
11.08,7.34,18.35,12.0,6.78,15.45,4.64,18.45,15.15,40.04,10.74,4
11.57,7.76,18.35,12.14,7.11,17.22,4.96,17.36,15.35,40.8,11.43,4
11.35,7.58,17.96,11.72,7.0,17.15,5.02,16.3,15.09,39.79,10.95,4
12.23,7.31,16.37,10.45,6.81,16.44,5.17,16.02,15.29,41.32,11.26,4
11.48,7.64,18.67,12.39,7.06,15.84,4.84,18.77,15.49,41.32,11.12,4
11.99,7.02,17.21,9.93,6.72,15.2,5.21,15.56,15.56,42.66,11.26,4
11.35,7.61,17.96,11.81,7.0,17.08,5.0,16.5,15.09,41.58,10.95,4
14.81,16.3,9.98,18.52,12.55,24.65,10.81,8.78,14.2,41.84,11.71,1
12.28,7.28,16.44,10.41,6.81,16.38,5.19,15.76,15.29,41.58,11.39,4
11.62,6.69,17.0,9.51,6.43,14.59,5.02,15.25,15.29,40.29,10.65,4
11.39,7.7,18.19,11.9,7.03,17.01,4.98,17.0,15.15,41.05,11.62,4
12.08,6.88,17.51,9.81,6.67,14.53,5.28,15.96,15.77,42.11,11.99,3
11.3,7.61,18.27,11.9,6.94,16.86,4.84,17.51,15.15,40.54,10.61,4
12.08,7.16,16.93,10.2,6.86,15.78,5.28,15.76,15.56,41.32,11.12,4
12.28,6.94,17.58,9.89,6.67,14.36,5.36,16.09,15.98,42.94,11.94,3
14.69,13.25,12.78,17.65,10.27,22.13,8.4,9.53,13.32,43.5,12.72,1
11.89,7.46,17.0,11.08,6.92,17.22,5.13,15.25,15.09,40.29,11.48,4
11.44,7.55,17.88,11.62,6.97,17.22,5.06,16.23,15.15,42.38,10.82,4
12.92,7.22,16.58,10.53,6.67,14.89,5.7,14.39,15.22,40.54,12.03,2
11.66,7.46,17.51,11.35,6.89,17.3,5.09,15.69,15.02,41.32,11.17,4
11.39,7.43,18.43,12.14,6.86,15.65,4.68,18.45,15.22,40.8,10.74,4
10.33,6.66,17.66,11.08,6.14,14.47,4.2,17.74,14.57,37.9,9.81,4
15.18,15.45,11.49,18.28,11.68,24.07,9.63,8.99,15.22,43.22,11.94,1
12.28,6.94,17.96,9.93,6.72,14.47,5.39,16.64,15.84,41.84,11.75,3
12.62,6.99,16.93,10.16,6.59,14.65,5.52,15.25,15.22,41.05,11.94,2
10.91,7.49,17.29,11.26,6.92,17.3,5.13,15.44,15.09,39.79,10.95,4
11.99,7.49,16.72,10.95,7.06,17.22,5.3,15.89,15.35,41.05,11.26,4
11.39,7.55,17.66,11.49,6.97,17.22,5.11,16.09,15.02,41.58,11.08,4
11.53,7.7,18.11,11.9,7.03,17.08,4.94,16.93,15.15,38.12,11.3,4
11.62,7.08,16.17,10.45,6.64,16.51,5.02,15.37,14.96,40.29,11.08,4
14.46,11.36,13.52,16.47,8.81,21.05,7.62,9.79,13.54,43.5,12.52,1
12.08,7.28,16.37,10.45,6.83,16.51,5.17,15.06,15.22,41.32,11.17,4
11.99,7.46,16.72,10.91,7.03,17.15,5.28,15.89,15.35,42.11,11.39,4
12.04,7.76,18.67,12.54,7.11,15.58,4.88,18.77,15.49,41.32,11.39,4
12.13,7.08,16.72,10.24,6.72,15.78,5.15,15.63,15.35,41.05,11.21,4
14.23,10.62,13.57,15.78,8.24,20.31,7.29,9.95,13.6,42.38,12.37,2
11.89,7.52,18.67,12.49,7.11,15.84,4.86,18.61,15.56,38.83,11.17,4
12.08,6.94,17.58,9.89,6.75,14.77,5.3,15.76,15.84,43.5,11.34,3
15.18,15.64,11.4,18.44,11.78,24.3,9.75,8.95,15.22,43.5,12.47,1
11.48,7.58,17.81,11.67,7.0,17.22,5.09,16.23,15.15,41.58,11.43,4
14.75,12.83,13.04,17.27,9.8,21.73,8.2,9.64,13.32,44.37,12.03,1
11.89,7.61,18.75,12.44,7.09,15.78,4.84,18.21,15.49,42.11,11.3,4
11.85,7.52,18.59,12.44,7.06,15.65,4.82,18.37,15.49,41.84,10.87,4
11.35,6.47,16.65,9.25,6.19,14.3,4.84,15.12,15.02,40.04,10.33,4
14.94,14.65,12.24,18.28,11.19,23.18,9.08,9.24,13.32,44.66,12.13,1
11.48,7.79,18.51,12.29,7.14,16.79,4.9,17.67,15.42,40.8,11.34,4
12.04,7.61,18.67,12.59,7.17,15.65,4.9,19.36,15.63,43.22,11.21,4
11.99,7.02,17.14,9.93,6.75,15.2,5.21,15.63,15.56,42.11,11.21,4
12.77,7.25,15.97,10.82,6.56,15.58,5.8,13.44,15.02,41.05,12.27,2
11.89,7.79,18.91,12.64,7.26,16.04,4.94,18.85,15.7,44.37,11.48,4
11.39,7.67,18.11,11.95,7.03,17.08,4.98,16.78,15.15,40.8,10.78,4
14.69,12.94,12.99,17.27,9.87,22.86,8.11,9.57,13.32,42.66,12.42,1
11.85,7.61,18.83,12.49,7.09,15.58,4.86,18.53,15.56,40.54,11.08,4
12.37,7.73,12.99,12.59,6.14,17.37,5.73,9.64,12.99,38.36,10.91,2
11.94,7.02,17.0,9.89,6.7,15.26,5.17,15.5,15.42,40.54,10.91,4
11.04,7.31,17.96,11.53,6.7,16.44,4.64,17.22,15.02,41.32,10.49,4
12.08,6.83,17.51,9.77,6.64,14.47,5.3,15.89,15.7,42.38,11.99,3
10.83,6.74,17.73,11.26,6.22,14.53,4.24,17.44,14.63,38.36,10.21,4
12.32,7.55,17.43,11.35,6.97,17.37,5.15,15.56,15.15,39.06,10.99,4
11.57,7.58,18.67,12.34,7.03,15.84,4.8,18.69,15.42,41.58,11.17,4
14.34,11.72,13.41,16.54,9.02,21.14,7.71,9.79,13.37,41.32,12.52,1
11.44,7.58,17.96,11.72,7.0,17.15,5.04,16.36,15.09,39.55,10.99,4
11.48,7.85,18.51,12.34,7.2,16.93,4.96,17.29,15.35,40.29,11.34,4
10.83,7.11,17.73,11.22,6.48,16.31,4.52,16.71,14.76,38.36,10.01,4
11.94,6.88,16.79,10.61,6.48,16.51,4.8,15.25,14.63,38.59,10.91,4
12.77,7.28,15.9,10.78,6.56,15.58,5.8,13.22,15.02,43.5,12.08,2
11.26,7.49,18.35,12.19,6.94,15.71,4.76,17.89,15.22,41.05,11.08,4
14.11,9.23,14.18,14.46,7.43,19.51,6.9,10.47,14.26,42.94,12.23,2
11.44,7.67,18.35,12.1,7.06,16.72,4.88,19.79,15.15,39.79,10.99,4
11.85,7.34,16.44,10.61,6.89,16.72,5.21,15.56,15.29,41.84,10.91,4
11.85,7.61,18.59,12.49,7.09,15.71,4.86,18.37,15.56,40.04,11.08,4
12.18,7.43,16.65,10.87,7.0,17.08,5.26,15.76,15.29,41.84,11.34,4
11.89,7.05,17.07,9.85,6.7,15.2,5.15,15.56,15.42,41.32,11.34,4
11.89,7.22,16.24,10.37,6.75,16.44,5.13,15.12,15.15,41.32,11.12,4
11.85,7.58,18.67,12.49,7.09,15.52,4.84,18.45,15.49,41.32,10.99,4
11.94,8.11,18.51,12.74,7.14,15.08,4.86,19.1,15.42,41.32,11.39,4
12.47,7.34,16.86,10.49,7.03,16.31,5.39,15.69,15.7,42.38,11.66,4
12.18,6.91,17.81,9.89,6.7,14.42,5.36,16.71,15.84,42.38,11.89,3
14.34,10.38,13.85,15.65,8.08,20.22,7.27,10.3,13.78,44.66,12.47,2
15.06,15.58,11.35,18.52,11.96,23.84,9.9,8.92,15.29,42.94,13.45,1
11.17,7.37,18.04,11.49,6.72,16.58,4.74,16.86,15.02,40.04,10.01,4
12.04,7.76,18.83,12.54,7.2,15.97,4.92,18.85,15.63,42.38,11.48,4
14.87,15.2,11.4,18.36,11.59,23.51,9.63,8.99,15.15,43.22,12.37,1
13.78,8.43,14.71,13.11,7.06,18.28,6.64,11.32,14.44,43.22,12.03,2
11.85,7.64,18.59,12.49,7.09,15.39,4.84,18.85,15.42,41.05,10.82,4
11.53,7.19,17.21,11.04,6.67,16.86,4.92,15.37,14.89,39.79,11.12,4
14.4,11.77,13.3,16.61,9.06,21.33,7.8,9.83,13.43,42.94,12.67,1
12.13,7.05,17.66,9.97,6.83,14.95,5.34,17.59,15.91,44.66,11.34,3
11.39,7.58,17.96,11.72,7.0,17.22,5.04,16.3,15.15,41.84,10.65,4
11.3,7.61,18.27,11.9,6.94,16.86,4.82,17.36,15.15,44.07,11.3,4
12.32,7.49,13.2,12.29,6.07,17.08,5.7,10.03,13.04,38.59,10.87,2
14.34,11.27,13.36,16.54,8.74,21.24,7.56,9.79,13.43,42.66,12.32,1
12.23,6.94,17.81,9.89,6.67,14.36,5.36,16.09,15.91,42.94,11.62,3
10.83,6.72,17.66,11.22,6.19,14.47,4.24,17.36,14.63,39.3,10.21,4
10.78,6.69,17.73,11.17,6.14,14.53,4.2,17.44,14.63,38.59,10.01,4
12.04,8.04,18.43,12.69,7.14,15.08,4.86,18.69,15.35,41.84,11.34,4
11.8,8.04,18.51,12.64,7.09,15.08,4.84,18.94,15.35,41.58,11.26,4
12.08,6.83,17.36,9.81,6.64,14.47,5.3,15.76,15.7,42.38,11.66,3
11.48,7.14,18.19,11.95,6.7,15.02,4.58,18.29,15.09,39.55,10.87,4
11.99,7.46,16.72,10.95,7.03,17.15,5.28,15.89,15.35,42.38,10.87,4
14.94,14.36,12.53,18.12,10.89,22.96,8.84,9.49,13.37,43.22,12.32,1
12.57,6.94,17.51,10.01,6.7,14.24,5.45,15.89,15.63,43.22,11.94,3
12.98,7.28,15.77,11.0,6.59,15.84,5.87,12.91,14.96,42.66,11.39,2
12.62,7.02,16.93,10.16,6.61,14.65,5.57,14.69,15.22,41.32,12.03,2
13.78,8.63,14.65,13.27,7.11,18.13,6.72,11.37,14.32,42.94,12.32,2
12.52,6.99,17.21,10.08,6.61,14.59,5.52,15.5,15.29,43.22,12.08,2
11.75,6.55,17.14,9.47,6.38,14.13,5.11,15.63,15.56,42.38,11.62,3
10.57,6.94,17.29,11.22,6.09,13.62,4.13,17.82,14.44,37.44,10.37,4
11.89,7.58,18.67,12.44,7.09,15.65,4.84,18.85,15.49,43.5,11.3,4
15.12,15.14,11.58,18.36,11.55,23.51,9.52,8.88,13.21,43.22,12.82,1
11.85,7.82,18.35,12.59,7.23,15.91,4.96,18.45,15.29,42.38,11.17,4
11.89,7.52,18.75,12.49,7.09,15.78,4.84,18.45,15.49,42.66,11.12,4
12.28,6.94,17.73,9.89,6.67,14.36,5.39,16.16,15.98,43.78,11.62,3
11.99,7.11,17.0,9.93,6.72,15.26,5.19,16.02,15.42,41.05,11.04,4
11.89,8.01,18.43,12.54,7.09,15.08,4.84,18.94,15.35,41.84,11.08,4
11.94,7.7,18.75,12.49,7.14,15.91,4.88,18.85,15.56,41.84,11.43,4
12.04,7.67,18.51,12.59,7.14,15.39,4.9,18.77,15.49,41.32,11.34,4
12.98,7.4,15.71,11.04,6.61,15.97,5.91,13.01,14.96,42.11,11.99,2
11.48,7.85,18.51,12.34,7.17,16.86,4.94,17.36,15.35,40.29,10.91,4
11.94,8.07,18.43,12.59,7.09,15.71,4.84,19.1,15.42,42.38,11.26,4
12.87,6.94,17.36,10.01,6.7,14.18,5.45,15.76,15.56,43.5,11.85,3
11.3,7.55,18.19,12.19,7.0,15.84,4.8,17.89,15.15,40.04,10.91,4
11.62,7.73,18.11,12.34,7.17,16.31,4.92,17.29,15.02,40.29,10.74,4
14.34,11.22,13.52,16.4,8.74,21.33,7.59,9.83,13.49,41.84,12.47,1
12.32,7.14,16.79,10.2,6.86,15.84,5.28,15.69,15.56,42.11,10.95,4
11.04,7.46,17.96,11.95,6.81,16.31,4.62,17.07,15.02,39.79,10.65,4
12.18,6.88,17.88,9.85,6.64,14.36,5.34,16.09,15.91,42.66,11.8,3
12.08,6.91,17.51,9.85,6.67,14.53,5.28,15.96,15.84,42.94,11.39,3
11.44,7.76,18.35,12.1,7.09,17.01,4.92,17.36,15.29,40.29,10.99,4
